Rk,Name,Position,Age,Team,Games,GS,MinutesPlayed,FG,FGA,3P,3PA,2P,2PA,FT,FTA,OffensiveRebounds,DefensiveRebounds,Assists,Steals,Blocks,Turnovers,Fouls,PTS
577,Robert Williams,C,24,BOS,47,47,30.0,4.4,6.0,0.0,0.0,4.4,6.0,1.1,1.6,3.9,5.8,2.0,0.9,2.2,1.2,2.1,10.0
578,Ziaire Williams,SF,20,MEM,40,19,21.5,2.9,6.5,1.1,3.7,1.8,2.8,0.5,0.6,0.3,1.5,0.9,0.6,0.2,0.6,2.0,7.3
580,Dylan Windler,SF,25,CLE,37,0,9.3,0.9,2.1,0.6,1.5,0.3,0.6,0.2,0.2,0.4,1.3,0.7,0.2,0.1,0.4,1.0,2.5
581,Justise Winslow,SF,25,LAC,37,1,12.9,1.7,3.8,0.1,0.8,1.6,3.0,0.7,1.1,0.8,2.8,1.4,0.6,0.5,1.0,1.2,4.2
581,Justise Winslow,SF,25,POR,6,5,31.3,4.8,10.5,1.0,3.5,3.8,7.0,1.3,2.0,1.7,5.7,3.3,1.7,0.8,1.3,2.0,12.0
582,Cassius Winston,PG,23,WAS,4,0,5.8,0.8,1.5,0.5,1.3,0.3,0.3,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.3,1.0,2.5
583,Christian Wood,C,26,HOU,53,52,31.0,6.5,13.3,1.8,5.0,4.6,8.4,2.9,4.6,1.7,8.5,2.2,0.7,1.0,1.9,2.5,17.6
584,Robert Woodard II,SF,22,SAC,12,0,3.5,0.2,1.3,0.1,0.3,0.1,1.0,0.2,0.2,0.4,0.5,0.3,0.1,0.1,0.1,0.3,0.6
585,Delon Wright,SG,29,ATL,53,5,18.2,1.6,3.6,0.5,1.5,1.0,2.1,0.6,0.8,0.7,2.2,2.5,1.0,0.2,0.6,0.8,4.3
588,Thaddeus Young,PF,33,SAS,26,1,14.2,2.8,4.9,0.0,0.2,2.8,4.7,0.4,0.8,1.5,2.0,2.3,0.9,0.3,1.2,1.5,6.1
589,Trae Young,PG,23,ATL,53,53,34.4,9.3,20.5,3.0,7.8,6.4,12.7,6.2,6.9,0.6,3.2,9.3,1.0,0.1,4.1,1.6,27.8
590,Omer Yurtseven,C,23,MIA,41,10,14.1,2.6,4.9,0.0,0.2,2.6,4.8,0.8,1.3,1.7,4.2,1.0,0.4,0.4,0.9,1.7,6.1
591,Cody Zeller,C,29,POR,27,0,13.1,1.9,3.3,0.0,0.1,1.9,3.2,1.4,1.8,1.9,2.8,0.8,0.3,0.2,0.7,2.1,5.2
592,Ivica Zubac,C,24,LAC,54,54,24.3,3.7,5.7,0.0,0.0,3.7,5.7,2.2,3.1,2.6,5.4,1.4,0.4,1.0,1.4,2.5,9.6
